1,Descripción del Curso,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/0,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/1,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/2,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/3,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/4,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/5,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/6,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/7,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/8,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/9
168,TI8509 - HABILIDADES DIRECTIVAS PARA EL ADMINISTRADOR DE TECNOLOGIA DE LA INFORMACION,1,,,,,,,,,
169,TI8109 - FORMULACION Y EVALUACION DE PROYECTOS DE TI,1,,,,,,,,,
169,TI8902 - ADQUISICION DE TI,1,,,,,,,,,
169,TI8904 - ADMINISTRACION DE PROCESOS DE NEGOCIOS,1,,,,,,,,,
169,TI8905 - ADMINISTRACION DE SERVICIOS DE TECNOLOGIAS DE INFORMACION I,1,,,,,,,,,
169,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
169,TI9805 - AUDITORIA DE TI,1,,,,,,,,,
170,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
170,MA2404 - PROBABILIDADES,1,,,,,,,,,
170,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
170,TI8902 - ADQUISICION DE TI,1,,,,,,,,,
170,TI9805 - AUDITORIA DE TI,1,,,,,,,,,
171,TI4200 - ECONOMIA,1,,,,,,,,,
171,TI5501 - DISEÑO DE SOFTWARE,,1,,,,,,,,
171,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
171,TI8902 - ADQUISICION DE TI,1,,,,,,,,,
171,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
172,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
172,TI3600 - BASES DE DATOS,,1,,,,,,,,
172,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
173,MA1403 - MATEMATICA DISCRETA,,,,,1,,,,,
173,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,,1,,,,,,,,
173,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,,,1,,,,,,,
174,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
174,MA3405 - ESTADISTICA,1,,,,,,,,,
174,SE1102 - ACCION SOCIAL,1,,,,,,,,,
174,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
174,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
174,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
175,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
175,MA2404 - PROBABILIDADES,1,,,,,,,,,
175,TI5501 - DISEÑO DE SOFTWARE,,1,,,,,,,,
175,TI8509 - HABILIDADES DIRECTIVAS PARA EL ADMINISTRADOR DE TECNOLOGIA DE LA INFORMACION,1,,,,,,,,,
175,TI8902 - ADQUISICION DE TI,1,,,,,,,,,
176,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
176,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
176,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
176,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
176,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
176,TI9805 - AUDITORIA DE TI,1,,,,,,,,,
177,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
177,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
177,TI5501 - DISEÑO DE SOFTWARE,,,1,,,,,,,
177,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
177,TI9805 - AUDITORIA DE TI,1,,,,,,,,,
178,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
178,"TI6108 - PRODUCCION, LOGISTICA Y CALIDAD",1,,,,,,,,,
178,TI8509 - HABILIDADES DIRECTIVAS PARA EL ADMINISTRADOR DE TECNOLOGIA DE LA INFORMACION,1,,,,,,,,,
178,TI8902 - ADQUISICION DE TI,1,,,,,,,,,
178,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
178,TI9805 - AUDITORIA DE TI,1,,,,,,,,,
179,MA2404 - PROBABILIDADES,1,,,,,,,,,
179,SE1104 - ARTES VISUALES,1,,,,,,,,,
179,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
179,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
179,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
180,CI4401 - INGLES II (ATI),1,,,,,,,,,
180,CS2304 - DERECHO LABORAL,1,,,,,,,,,
180,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
181,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
181,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
181,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
181,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
182,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
182,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
182,SE1102 - ACCION SOCIAL,,1,,,,,,,,
182,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
182,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
182,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
183,MA2404 - PROBABILIDADES,1,,,,,,,,,
183,SE1204 - NATACION,1,,,,,,,,,
183,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
183,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
183,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
183,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
184,MA2404 - PROBABILIDADES,1,,,,,,,,,
184,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
184,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
184,TI8509 - HABILIDADES DIRECTIVAS PARA EL ADMINISTRADOR DE TECNOLOGIA DE LA INFORMACION,1,,,,,,,,,
184,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
185,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
185,MA1404 - CALCULO,1,,,,,,,,,
185,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
185,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
186,MA2404 - PROBABILIDADES,1,,,,,,,,,
186,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
186,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
186,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
186,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
187,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
187,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
187,MA1404 - CALCULO,,1,,,,,,,,
187,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,,,1,,,,,,,
188,MA2404 - PROBABILIDADES,1,,,,,,,,,
188,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
188,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
188,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
188,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
189,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
189,MA3405 - ESTADISTICA,1,,,,,,,,,
189,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
189,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
189,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
189,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
189,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
190,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
190,MA2404 - PROBABILIDADES,1,,,,,,,,,
190,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
190,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
190,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
191,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
191,MA3405 - ESTADISTICA,1,,,,,,,,,
191,SE1204 - NATACION,1,,,,,,,,,
191,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
191,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
191,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
191,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
192,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
192,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
192,TI3404 - LENGUAJES DE PROGRAMACION,,1,,,,,,,,
192,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
192,TI4200 - ECONOMIA,1,,,,,,,,,
192,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
193,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
193,MA2404 - PROBABILIDADES,1,,,,,,,,,
193,SE1204 - NATACION,1,,,,,,,,,
193,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
193,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
193,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
194,MA3405 - ESTADISTICA,1,,,,,,,,,
194,SE1104 - ARTES VISUALES,1,,,,,,,,,
194,TI5501 - DISEÑO DE SOFTWARE,,1,,,,,,,,
194,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
194,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
194,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
195,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
195,MA3405 - ESTADISTICA,1,,,,,,,,,
195,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
195,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
195,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
195,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
196,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
196,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
196,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
197,MA0101 - MATEMATICA GENERAL,,,1,,,,,,,
197,SE1102 - ACCION SOCIAL,1,,,,,,,,,
197,TI1400 - INTRODUCCION A LA PROGRAMACION,,,1,,,,,,,
197,TI1401 - TALLER DE PROGRAMACION,,,1,,,,,,,
197,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
197,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
198,MA0101 - MATEMATICA GENERAL,,,1,,,,,,,
198,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
198,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,,1,,,,,,,,
198,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
199,CI4401 - INGLES II (ATI),1,,,,,,,,,
199,MA1404 - CALCULO,1,,,,,,,,,
199,TI3404 - LENGUAJES DE PROGRAMACION,,1,,,,,,,,
199,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
199,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
199,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
199,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
200,TI1400 - INTRODUCCION A LA PROGRAMACION,,,,1,,,,,,
200,TI1401 - TALLER DE PROGRAMACION,,,,1,,,,,,
201,MA1404 - CALCULO,,1,,,,,,,,
201,SE1104 - ARTES VISUALES,1,,,,,,,,,
201,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
201,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
201,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
202,CI4401 - INGLES II (ATI),1,,,,,,,,,
202,MA1404 - CALCULO,,1,,,,,,,,
202,TI3600 - BASES DE DATOS,,1,,,,,,,,
202,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
203,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
203,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
203,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
203,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
204,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,,1,,,,,,,,
204,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
204,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
204,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
204,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
205,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
206,TI2102 - INFORMACION CONTABLE II,,,1,,,,,,,
206,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
206,TI2800 - ADMINISTRACION DE PROYECTOS I,,,1,,,,,,,
207,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
208,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
208,MA1403 - MATEMATICA DISCRETA,,,1,,,,,,,
208,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
208,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
209,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
209,MA1404 - CALCULO,,,1,,,,,,,
209,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
209,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
210,SE1104 - ARTES VISUALES,1,,,,,,,,,
210,TI5501 - DISEÑO DE SOFTWARE,,1,,,,,,,,
210,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
210,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
210,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
210,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
211,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
211,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
211,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,,1,,,,,,,,
211,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,,1,,,,,,,,
212,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
212,TI4200 - ECONOMIA,1,,,,,,,,,
212,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
212,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
212,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
213,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
213,TI4200 - ECONOMIA,1,,,,,,,,,
213,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
213,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
213,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
214,CI4401 - INGLES II (ATI),1,,,,,,,,,
214,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
214,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,,1,,,,,,,,
214,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
214,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
214,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
215,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
215,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
215,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
215,"TI6108 - PRODUCCION, LOGISTICA Y CALIDAD",1,,,,,,,,,
215,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
215,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
216,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
216,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
216,TI3600 - BASES DE DATOS,,1,,,,,,,,
216,TI4200 - ECONOMIA,1,,,,,,,,,
216,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
217,CI4401 - INGLES II (ATI),1,,,,,,,,,
217,MA1404 - CALCULO,1,,,,,,,,,
217,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,,,1,,,,,,,
217,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
218,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
218,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
219,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
219,MA3405 - ESTADISTICA,1,,,,,,,,,
219,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
219,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
220,CI0202 - INGLES BASICO,1,,,,,,,,,
220,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
220,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,,1,,,,,,,,
220,SE1105 - ARTES MUSICALES,1,,,,,,,,,
220,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
220,TI4601 - BASES DE DATOS AVANZADOS,,,1,,,,,,,
220,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
221,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
221,TI4200 - ECONOMIA,1,,,,,,,,,
221,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
221,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
221,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
221,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
222,CI4401 - INGLES II (ATI),1,,,,,,,,,
222,ID1118 - FUNDAMENTOS DEL DISEÑO,1,,,,,,,,,
222,ID2204 - HERRAMIENTAS DIGITALES PARA DISEÑO,1,,,,,,,,,
222,MA1404 - CALCULO,1,,,,,,,,,
223,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
223,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
223,TI4200 - ECONOMIA,1,,,,,,,,,
223,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
223,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
224,CI4401 - INGLES II (ATI),1,,,,,,,,,
224,MA1404 - CALCULO,,,,1,,,,,,
224,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,,1,,,,,,,,
224,TI3600 - BASES DE DATOS,,1,,,,,,,,
225,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
225,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
225,SE1105 - ARTES MUSICALES,1,,,,,,,,,
225,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
226,TI6101 - MERCADEO DE PRODUCTOS DE ALTA TECNOLOGIA,1,,,,,,,,,
226,"TI6108 - PRODUCCION, LOGISTICA Y CALIDAD",1,,,,,,,,,
226,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
226,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
226,TI8509 - HABILIDADES DIRECTIVAS PARA EL ADMINISTRADOR DE TECNOLOGIA DE LA INFORMACION,1,,,,,,,,,
226,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
227,SE1103 - DANZA,1,,,,,,,,,
227,TI5501 - DISEÑO DE SOFTWARE,,1,,,,,,,,
227,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
227,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
228,AE1123 - CONTABILIDAD II,1,,,,,,,,,
228,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
228,TI1400 - INTRODUCCION A LA PROGRAMACION,,,,1,,,,,,
228,TI1401 - TALLER DE PROGRAMACION,,,,1,,,,,,
228,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
229,CI0202 - INGLES BASICO,1,,,,,,,,,
229,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
229,MA1404 - CALCULO,1,,,,,,,,,
229,SE1204 - NATACION,1,,,,,,,,,
229,TI3600 - BASES DE DATOS,1,,,,,,,,,
229,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
229,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
230,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
230,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
230,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
231,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
231,MA2404 - PROBABILIDADES,1,,,,,,,,,
231,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
231,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
231,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
232,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
232,TI5501 - DISEÑO DE SOFTWARE,1,,,,,,,,,
232,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
232,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
233,MA1404 - CALCULO,,1,,,,,,,,
233,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
233,TI4200 - ECONOMIA,1,,,,,,,,,
233,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
233,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
233,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
234,CI4401 - INGLES II (ATI),1,,,,,,,,,
234,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
234,SE1104 - ARTES VISUALES,1,,,,,,,,,
234,TI6502 - ESPECIFICACION DE SOFTWARE,1,,,,,,,,,
234,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
234,TI6900 - INTELIGENCIA DE NEGOCIOS,1,,,,,,,,,
235,MA2404 - PROBABILIDADES,1,,,,,,,,,
235,TI3404 - LENGUAJES DE PROGRAMACION,,,1,,,,,,,
235,TI3600 - BASES DE DATOS,,1,,,,,,,,
235,"TI6108 - PRODUCCION, LOGISTICA Y CALIDAD",1,,,,,,,,,
235,TI6702 - INFRAESTRUCTURA TECNOLOGICA 2,1,,,,,,,,,
236,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
236,MA0101 - MATEMATICA GENERAL,,,,1,,,,,,
236,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
236,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
236,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
237,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
237,TI4200 - ECONOMIA,1,,,,,,,,,
237,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
237,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
238,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
238,TI3404 - LENGUAJES DE PROGRAMACION,,1,,,,,,,,
238,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
238,TI4200 - ECONOMIA,1,,,,,,,,,
238,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
238,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
239,CI4401 - INGLES II (ATI),1,,,,,,,,,
239,MA2404 - PROBABILIDADES,1,,,,,,,,,
239,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
239,TI4200 - ECONOMIA,1,,,,,,,,,
239,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
239,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
240,CI4401 - INGLES II (ATI),1,,,,,,,,,
240,MA1404 - CALCULO,1,,,,,,,,,
240,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
240,TI3600 - BASES DE DATOS,1,,,,,,,,,
240,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
241,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
241,MA2404 - PROBABILIDADES,1,,,,,,,,,
